SALESORDERID,SALESORDERITEM,PRODUCTID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,QUANTITY,DELIVERYDATE
500000712,80,HT-1020,307.02,258,49.02,I,2,2014-12-04
500000712,90,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000713,10,HT-1022,243.95,205,38.95,I,1,2014-12-04
500000713,20,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000713,30,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000713,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000713,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000713,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000713,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000714,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000714,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000714,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000714,40,HT-1050,165.41,139,26.41,I,1,2014-12-04
500000714,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000714,60,HT-1052,606.9,510,96.9,I,3,2014-12-04
500000715,10,HT-1055,353.43,297,56.43,I,3,2014-12-04
500000715,20,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000715,30,HT-1060,10.71,9,1.71,I,1,2014-12-04
500000715,40,HT-1061,24.99,21,3.99,I,3,2014-12-04
500000715,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000715,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000715,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000715,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000715,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000716,10,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000716,20,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000716,30,HT-1069,1904,1600,304,I,2,2014-12-04
500000717,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000717,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000718,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000718,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000718,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000718,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000719,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000719,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000719,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000719,40,HT-1073,28.56,24,4.56,I,1,2014-12-04
500000719,50,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000719,60,HT-1081,105.91,89,16.91,I,1,2014-12-04
500000720,10,HT-1082,402.22,338,64.22,I,2,2014-12-04
500000720,20,HT-1083,1237.6,1040,197.6,I,2,2014-12-04
500000720,30,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000720,40,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000720,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000720,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000720,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000720,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000720,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000721,10,HT-1113,5.47,4.6,0.87,I,2,2014-12-04
500000721,20,HT-1114,82.11,69,13.11,I,1,2014-12-04
500000721,30,HT-1115,99.96,84,15.96,I,2,2014-12-04
500000722,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000722,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000723,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000723,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000723,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000723,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000724,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000724,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000724,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000724,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000724,50,HT-1137,2927.4,2460,467.4,I,2,2014-12-04
500000724,60,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000724,70,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000725,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000725,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000725,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000725,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000725,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000725,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000725,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000725,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000725,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000725,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000726,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000726,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000726,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000726,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000726,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000726,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000726,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000726,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000726,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000726,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000727,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000727,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000727,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000727,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000727,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000727,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000727,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000727,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000728,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000728,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000728,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000728,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000728,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000729,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000729,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000729,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000729,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000729,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000730,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000730,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000730,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000730,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000730,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000730,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000730,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000731,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000731,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000731,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000732,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000732,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000732,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000732,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000732,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000732,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000732,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000732,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000733,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000733,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000733,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000733,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000733,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000733,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000734,10,HT-1500,11900,10000,1900,I,2,2014-12-04
500000734,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000734,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000735,10,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000735,20,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000735,30,HT-1091,92.82,78,14.82,I,3,2014-12-04
500000735,40,HT-1092,107.1,90,17.1,I,2,2014-12-04
500000735,50,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000735,60,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000735,70,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000736,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000736,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000736,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000736,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000737,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000737,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000737,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000737,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000737,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000737,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000737,70,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000737,80,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000737,90,HT-1042,1245.93,1047,198.93,I,3,2014-12-04
500000738,10,HT-1070,84.37,70.9,13.47,I,1,2014-12-04
500000738,20,HT-1071,291.67,245.1,46.57,I,3,2014-12-04
500000738,30,HT-1072,240.86,202.4,38.46,I,2,2014-12-04
500000738,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000738,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000738,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000738,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000739,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000739,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000739,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000739,40,HT-1110,10.59,8.9,1.69,I,1,2014-12-04
500000739,50,HT-1111,8.21,6.9,1.31,I,1,2014-12-04
500000739,60,HT-1112,139.23,117,22.23,I,3,2014-12-04
500000740,10,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000740,20,HT-1114,164.22,138,26.22,I,2,2014-12-04
500000740,30,HT-1115,49.98,42,7.98,I,1,2014-12-04
500000740,40,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000740,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000740,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000740,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000740,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000740,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000741,10,HT-1117,90.44,76,14.44,I,2,2014-12-04
500000741,20,HT-1118,94.01,79,15.01,I,1,2014-12-04
500000741,30,HT-1120,618.8,520,98.8,I,2,2014-12-04
500000742,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000742,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000743,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000743,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000743,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000743,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000744,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000744,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000744,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000744,40,HT-1137,4391.1,3690,701.1,I,3,2014-12-04
500000744,50,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000745,10,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000745,20,HT-1500,11900,10000,1900,I,2,2014-12-04
500000745,30,HT-1501,3570,3000,570,I,2,2014-12-04
500000745,40,HT-1502,5950,5000,950,I,2,2014-12-04
500000745,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000745,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000745,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000745,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000745,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000746,10,HT-1063,33.32,28,5.32,I,2,2014-12-04
500000746,20,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000746,30,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000747,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000747,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000748,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000748,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000748,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000748,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000749,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000749,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000749,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000749,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000749,50,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000749,60,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000749,70,HT-1002,1868.3,1570,298.3,I,1,2014-12-04
500000749,80,HT-1003,3927,3300,627,I,2,2014-12-04
500000750,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000750,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000750,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000750,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000750,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000750,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000750,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000750,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000750,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000750,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000751,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000751,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000751,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000751,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000751,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000751,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000751,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000751,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000751,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000751,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000752,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000752,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000752,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000752,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000752,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000752,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000752,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000752,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000753,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000753,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000753,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000753,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000753,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000754,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000754,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000754,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000754,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000754,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000755,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000755,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000755,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000755,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000755,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000755,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000755,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000756,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000756,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000756,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000757,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000757,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000757,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000757,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000757,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000757,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000757,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000757,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
500000758,10,HT-1060,21.42,18,3.42,I,2,2014-12-04
500000758,20,HT-1061,16.66,14,2.66,I,2,2014-12-04
500000758,30,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000758,40,HT-1063,49.98,42,7.98,I,3,2014-12-04
500000758,50,HT-1064,19.04,16,3.04,I,1,2014-12-04
500000758,60,HT-1065,61.88,52,9.88,I,2,2014-12-04
500000759,10,HT-1040,1975.4,1660,315.4,I,2,2014-12-04
500000759,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000759,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000760,10,HT-1070,168.74,141.8,26.94,I,2,2014-12-04
500000760,20,HT-1071,194.45,163.4,31.05,I,2,2014-12-04
500000760,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000760,40,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000760,50,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000760,60,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000760,70,HT-1069,2856,2400,456,I,3,2014-12-04
500000761,10,HT-1104,65.45,55,10.45,I,1,2014-12-04
500000761,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000761,30,HT-1106,121.38,102,19.38,I,3,2014-12-04
500000761,40,HT-1107,35.58,29.9,5.68,I,1,2014-12-04
500000762,10,HT-1000,2275.28,1912,363.28,I,2,2014-12-04
500000762,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000762,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000762,40,HT-1003,5890.5,4950,940.5,I,3,2014-12-04
500000762,50,HT-1007,1187.62,998,189.62,I,2,2014-12-04
500000762,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000762,70,HT-1011,2735.81,2299,436.81,I,1,2014-12-04
500000762,80,HT-1020,307.02,258,49.02,I,2,2014-12-04
500000762,90,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000763,10,HT-1022,243.95,205,38.95,I,1,2014-12-04
500000763,20,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000763,30,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000763,40,HT-1031,678.3,570,108.3,I,2,2014-12-04
500000763,50,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000763,60,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000763,70,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000764,10,HT-1040,987.7,830,157.7,I,1,2014-12-04
500000764,20,HT-1041,1166.2,980,186.2,I,2,2014-12-04
500000764,30,HT-1042,415.31,349,66.31,I,1,2014-12-04
500000764,40,HT-1050,165.41,139,26.41,I,1,2014-12-04
500000764,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000764,60,HT-1052,606.9,510,96.9,I,3,2014-12-04
500000765,10,HT-1055,353.43,297,56.43,I,3,2014-12-04
500000765,20,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000765,30,HT-1060,10.71,9,1.71,I,1,2014-12-04
500000765,40,HT-1061,24.99,21,3.99,I,3,2014-12-04
500000765,50,HT-1062,26.18,22,4.18,I,2,2014-12-04
500000765,60,HT-1063,16.66,14,2.66,I,1,2014-12-04
500000765,70,HT-1064,38.08,32,6.08,I,2,2014-12-04
500000765,80,HT-1065,92.82,78,14.82,I,3,2014-12-04
500000765,90,HT-1066,5.95,5,0.95,I,2,2014-12-04
500000766,10,HT-1067,8.33,7,1.33,I,2,2014-12-04
500000766,20,HT-1068,4.17,3.5,0.67,I,1,2014-12-04
500000766,30,HT-1069,1904,1600,304,I,2,2014-12-04
500000767,10,HT-1100,106.98,89.9,17.08,I,1,2014-12-04
500000767,20,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000768,10,HT-1100,320.94,269.7,51.24,I,3,2014-12-04
500000768,20,HT-1101,285.24,239.7,45.54,I,3,2014-12-04
500000768,30,HT-1102,82.11,69,13.11,I,1,2014-12-04
500000768,40,HT-1103,183.26,154,29.26,I,2,2014-12-04
500000769,10,HT-1070,253.11,212.7,40.41,I,3,2014-12-04
500000769,20,HT-1071,97.22,81.7,15.52,I,1,2014-12-04
500000769,30,HT-1072,361.28,303.6,57.68,I,3,2014-12-04
500000769,40,HT-1073,28.56,24,4.56,I,1,2014-12-04
500000769,50,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000769,60,HT-1081,105.91,89,16.91,I,1,2014-12-04
500000770,10,HT-1082,402.22,338,64.22,I,2,2014-12-04
500000770,20,HT-1083,1237.6,1040,197.6,I,2,2014-12-04
500000770,30,HT-1085,3567.62,2998,569.62,I,2,2014-12-04
500000770,40,HT-1090,92.82,78,14.82,I,2,2014-12-04
500000770,50,HT-1091,30.94,26,4.94,I,1,2014-12-04
500000770,60,HT-1092,53.55,45,8.55,I,1,2014-12-04
500000770,70,HT-1110,21.18,17.8,3.38,I,2,2014-12-04
500000770,80,HT-1111,24.63,20.7,3.93,I,3,2014-12-04
500000770,90,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000771,10,HT-1113,5.47,4.6,0.87,I,2,2014-12-04
500000771,20,HT-1114,82.11,69,13.11,I,1,2014-12-04
500000771,30,HT-1115,99.96,84,15.96,I,2,2014-12-04
500000772,10,HT-1102,246.33,207,39.33,I,3,2014-12-04
500000772,20,HT-1103,274.89,231,43.89,I,3,2014-12-04
500000773,10,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000773,20,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000773,30,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000773,40,HT-1107,71.16,59.8,11.36,I,2,2014-12-04
500000774,10,HT-1116,128.52,108,20.52,I,3,2014-12-04
500000774,20,HT-1117,135.66,114,21.66,I,3,2014-12-04
500000774,30,HT-1118,282.03,237,45.03,I,3,2014-12-04
500000774,40,HT-1120,928.2,780,148.2,I,3,2014-12-04
500000774,50,HT-1137,2927.4,2460,467.4,I,2,2014-12-04
500000774,60,HT-1138,1441.09,1211,230.09,I,1,2014-12-04
500000774,70,HT-1210,5709.62,4798,911.62,I,2,2014-12-04
500000775,10,HT-1000,1137.64,956,181.64,I,1,2014-12-04
500000775,20,HT-1001,2972.62,2498,474.62,I,2,2014-12-04
500000775,30,HT-1002,3736.6,3140,596.6,I,2,2014-12-04
500000775,40,HT-1003,3927,3300,627,I,2,2014-12-04
500000775,50,HT-1007,1781.43,1497,284.43,I,3,2014-12-04
500000775,60,HT-1010,4757.62,3998,759.62,I,2,2014-12-04
500000775,70,HT-1011,5471.62,4598,873.62,I,2,2014-12-04
500000775,80,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000775,90,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000775,100,HT-1032,1231.65,1035,196.65,I,3,2014-12-04
500000776,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000776,20,HT-1031,339.15,285,54.15,I,1,2014-12-04
500000776,30,HT-1032,821.1,690,131.1,I,2,2014-12-04
500000776,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000776,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000776,60,HT-1037,3403.4,2860,543.4,I,2,2014-12-04
500000776,70,HT-1020,460.53,387,73.53,I,3,2014-12-04
500000776,80,HT-1021,531.93,447,84.93,I,3,2014-12-04
500000776,90,HT-1022,487.9,410,77.9,I,2,2014-12-04
500000776,100,HT-1023,853.23,717,136.23,I,3,2014-12-04
500000777,10,HT-1040,2963.1,2490,473.1,I,3,2014-12-04
500000777,20,HT-1041,583.1,490,93.1,I,1,2014-12-04
500000777,30,HT-1042,830.62,698,132.62,I,2,2014-12-04
500000777,40,HT-1050,330.82,278,52.82,I,2,2014-12-04
500000777,50,HT-1051,117.81,99,18.81,I,1,2014-12-04
500000777,60,HT-1052,404.6,340,64.6,I,2,2014-12-04
500000777,70,HT-1055,117.81,99,18.81,I,1,2014-12-04
500000777,80,HT-1056,283.22,238,45.22,I,2,2014-12-04
500000778,10,HT-1073,85.68,72,13.68,I,3,2014-12-04
500000778,20,HT-1080,182.07,153,29.07,I,3,2014-12-04
500000778,30,HT-1081,317.73,267,50.73,I,3,2014-12-04
500000778,40,HT-1082,201.11,169,32.11,I,1,2014-12-04
500000778,50,HT-1083,618.8,520,98.8,I,1,2014-12-04
500000779,10,HT-1100,213.96,179.8,34.16,I,2,2014-12-04
500000779,20,HT-1101,95.08,79.9,15.18,I,1,2014-12-04
500000779,30,HT-1102,164.22,138,26.22,I,2,2014-12-04
500000779,40,HT-1103,91.63,77,14.63,I,1,2014-12-04
500000779,50,HT-1104,196.35,165,31.35,I,3,2014-12-04
500000780,10,HT-1500,5950,5000,950,I,1,2014-12-04
500000780,20,HT-1501,3570,3000,570,I,2,2014-12-04
500000780,30,HT-1502,5950,5000,950,I,2,2014-12-04
500000780,40,HT-1110,31.77,26.7,5.07,I,3,2014-12-04
500000780,50,HT-1111,16.42,13.8,2.62,I,2,2014-12-04
500000780,60,HT-1112,92.82,78,14.82,I,2,2014-12-04
500000780,70,HT-1113,8.21,6.9,1.31,I,3,2014-12-04
500000781,10,HT-1105,103.53,87,16.53,I,3,2014-12-04
500000781,20,HT-1106,40.46,34,6.46,I,1,2014-12-04
500000781,30,HT-1107,106.74,89.7,17.04,I,3,2014-12-04
500000782,10,HT-1030,547.4,460,87.4,I,2,2014-12-04
500000782,20,HT-1031,1017.45,855,162.45,I,3,2014-12-04
500000782,30,HT-1032,410.55,345,65.55,I,1,2014-12-04
500000782,40,HT-1035,949.62,798,151.62,I,2,2014-12-04
500000782,50,HT-1036,1023.4,860,163.4,I,2,2014-12-04
500000782,60,HT-1037,1701.7,1430,271.7,I,1,2014-12-04
500000782,70,HT-1000,3412.92,2868,544.92,I,3,2014-12-04
500000782,80,HT-1001,1486.31,1249,237.31,I,1,2014-12-04
