SALESORDERID,CREATEDAT,CHANGEDAT,CUSTOMERID,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500003698,2015-02-25,2015-02-25,100000015,248,209,39,N,I,I
500003699,2015-02-25,2015-02-25,100000043,11373,9558,1815,N,I,I
500003700,2015-02-25,2015-02-25,100000001,9648,8109,1539,N,I,I
500003701,2015-02-25,2015-02-25,100000018,4668,3924,744,N,I,I
500003702,2015-02-25,2015-02-25,100000006,17543,14743,2800,N,I,I
500003703,2015-02-25,2015-02-25,100000002,748,629,119,N,I,I
500003704,2015-02-25,2015-02-25,100000017,8441,7094,1347,N,I,I
500003705,2015-02-25,2015-02-25,100000012,692,583,109,N,I,I
500003706,2015-02-25,2015-02-25,100000038,480,404,76,N,I,I
500003707,2015-02-25,2015-02-25,100000043,1285,1080,205,N,I,I
500003708,2015-02-25,2015-02-25,100000042,7594,6382,1212,N,I,I
500003709,2015-02-25,2015-02-25,100000021,4395,3694,701,N,I,I
500003710,2015-02-25,2015-02-25,100000042,14216,11947,2269,N,I,I
500003711,2015-02-25,2015-02-25,100000024,2784,2340,444,N,I,I
500003712,2015-02-25,2015-02-25,100000037,5961,5010,951,N,I,I
500003713,2015-02-25,2015-02-25,100000021,4950,4161,789,N,I,I
500003714,2015-02-25,2015-02-25,100000036,571,480,91,N,I,I
500003715,2015-02-25,2015-02-25,100000004,1240,1043,197,N,I,I
500003716,2015-02-25,2015-02-25,100000037,189,159,30,N,I,I
500003717,2015-02-25,2015-02-25,100000006,10512,8835,1677,N,I,I
500003718,2015-02-25,2015-02-25,100000026,19152,16095,3057,N,I,I
500003719,2015-02-25,2015-02-25,100000001,4,4,0,N,I,I
500003720,2015-02-25,2015-02-25,100000007,6831,5741,1090,N,I,I
500003721,2015-02-25,2015-02-25,100000019,2948,2478,470,N,I,I
500003722,2015-02-25,2015-02-25,100000039,12581,10573,2008,N,I,I
500003723,2015-02-25,2015-02-25,100000042,58094,48820,9274,N,I,I
500003724,2015-02-25,2015-02-25,100000043,3571,3002,569,N,I,I
500003725,2015-02-26,2015-02-26,100000001,13629,11454,2175,N,I,I
500003726,2015-02-26,2015-02-26,100000013,3643,3063,580,N,I,I
500003727,2015-02-26,2015-02-26,100000006,5656,4753,903,N,I,I
500003728,2015-02-26,2015-02-26,100000038,1951,1640,311,N,I,I
500003729,2015-02-26,2015-02-26,100000034,13800,11598,2202,N,I,I
500003730,2015-02-26,2015-02-26,100000021,1023,861,162,N,I,I
500003731,2015-02-26,2015-02-26,100000041,1296,1090,206,N,I,I
500003732,2015-02-26,2015-02-26,100000008,9844,8274,1570,N,I,I
500003733,2015-02-26,2015-02-26,100000004,5764,4844,920,N,I,I
500003734,2015-02-26,2015-02-26,100000018,63682,53515,10167,N,I,I
500003735,2015-02-26,2015-02-26,100000015,4390,3690,700,N,I,I
500003736,2015-02-26,2015-02-26,100000014,9034,7592,1442,N,I,I
500003737,2015-02-26,2015-02-26,100000024,349,294,55,N,I,I
500003738,2015-02-26,2015-02-26,100000010,9502,7986,1516,N,I,I
500003739,2015-02-26,2015-02-26,100000004,7608,6395,1213,N,I,I
500003740,2015-02-26,2015-02-26,100000012,453,381,72,N,I,I
500003741,2015-02-26,2015-02-26,100000020,2010,1690,320,N,I,I
500003742,2015-02-26,2015-02-26,100000032,4430,3723,707,N,I,I
500003743,2015-02-26,2015-02-26,100000026,11124,9349,1775,N,I,I
500003744,2015-02-26,2015-02-26,100000033,3331,2800,531,N,I,I
500003745,2015-02-27,2015-02-27,100000014,30937,25998,4939,N,I,I
500003746,2015-02-27,2015-02-27,100000010,78,66,12,N,I,I
500003747,2015-02-27,2015-02-27,100000008,5329,4479,850,N,I,I
500003748,2015-02-27,2015-02-27,100000031,274,231,43,N,I,I
500003749,2015-02-27,2015-02-27,100000037,14042,11801,2241,N,I,I
500003750,2015-02-27,2015-02-27,100000018,13212,11103,2109,N,I,I
500003751,2015-02-27,2015-02-27,100000025,7616,6400,1216,N,I,I
500003752,2015-02-27,2015-02-27,100000003,10537,8856,1681,N,I,I
500003753,2015-02-27,2015-02-27,100000001,13555,11392,2163,N,I,I
500003754,2015-02-27,2015-02-27,100000007,16651,13993,2658,N,I,I
500003755,2015-02-27,2015-02-27,100000035,1579,1329,250,N,I,I
500003756,2015-02-27,2015-02-27,100000003,19688,16547,3141,N,I,I
500003757,2015-02-27,2015-02-27,100000004,6495,5459,1036,N,I,I
500003758,2015-02-27,2015-02-27,100000026,175763,147700,28063,N,I,I
500003759,2015-02-27,2015-02-27,100000011,846,711,135,N,I,I
500003760,2015-02-27,2015-02-27,100000023,90178,75781,14397,N,I,I
500003761,2015-02-27,2015-02-27,100000010,96,81,15,N,I,I
500003762,2015-02-27,2015-02-27,100000018,5214,4383,831,N,I,I
500003763,2015-02-27,2015-02-27,100000030,4522,3801,721,N,I,I
500003764,2015-02-27,2015-02-27,100000010,2257,1898,359,N,I,I
500003765,2015-02-27,2015-02-27,100000019,1618,1361,257,N,I,I
500003766,2015-02-27,2015-02-27,100000020,2371,1994,377,N,I,I
500003767,2015-02-27,2015-02-27,100000028,5690,4783,907,N,I,I
500003768,2015-02-27,2015-02-27,100000000,225885,189820,36065,N,I,I
500003769,2015-02-27,2015-02-27,100000039,9177,7712,1465,N,I,I
500003770,2015-02-27,2015-02-27,100000004,4753,3996,757,N,I,I
500003771,2015-02-27,2015-02-27,100000025,6811,5725,1086,N,I,I
500003772,2015-02-27,2015-02-27,100000030,4271,3590,681,N,I,I
500003773,2015-02-27,2015-02-27,100000000,35533,29861,5672,N,I,I
500003774,2015-02-27,2015-02-27,100000041,5436,4570,866,N,I,I
500003775,2015-02-27,2015-02-27,100000016,5226,4392,834,N,I,I
500003776,2015-02-27,2015-02-27,100000033,6858,5764,1094,N,I,I
500003777,2015-02-27,2015-02-27,100000007,6771,5691,1080,N,I,I
500003778,2015-02-27,2015-02-27,100000028,7924,6661,1263,N,I,I
500003779,2015-02-27,2015-02-27,100000016,487,410,77,N,I,I
500003780,2015-02-27,2015-02-27,100000006,15495,13022,2473,N,I,I
500003781,2015-02-27,2015-02-27,100000029,128,108,20,N,I,I
500003782,2015-02-27,2015-02-27,100000042,2725,2291,434,N,I,I
500003783,2015-02-27,2015-02-27,100000003,5087,4275,812,N,I,I
500003784,2015-02-27,2015-02-27,100000011,5010,4211,799,N,I,I
500003785,2015-02-27,2015-02-27,100000003,10190,8565,1625,N,I,I
500003786,2015-02-27,2015-02-27,100000008,2025,1703,322,N,I,I
500003787,2015-02-27,2015-02-27,100000009,2347,1975,372,N,I,I
500003788,2015-02-27,2015-02-27,100000023,19931,16749,3182,N,I,I
500003789,2015-02-27,2015-02-27,100000020,3425,2879,546,N,I,I
500003790,2015-02-27,2015-02-27,100000035,6821,5734,1087,N,I,I
500003791,2015-02-27,2015-02-27,100000032,735,619,116,N,I,I
500003792,2015-02-27,2015-02-27,100000017,6666,5603,1063,N,I,I
500003793,2015-02-27,2015-02-27,100000043,15261,12825,2436,N,I,I
500003794,2015-02-27,2015-02-27,100000009,3986,3350,636,N,I,I
500003795,2015-02-27,2015-02-27,100000041,3263,2743,520,N,I,I
500003796,2015-02-27,2015-02-27,100000011,5066,4259,807,N,I,I
500003797,2015-02-27,2015-02-27,100000025,1248,1050,198,N,I,I
500003798,2015-02-27,2015-02-27,100000018,21349,17941,3408,N,I,I
500003799,2015-02-27,2015-02-27,100000007,41933,35238,6695,N,I,I
500003800,2015-02-27,2015-02-27,100000035,9116,7662,1454,N,I,I
500003801,2015-02-27,2015-02-27,100000036,14622,12289,2333,N,I,I
500003802,2015-02-27,2015-02-27,100000035,7540,6338,1202,N,I,I
500003803,2015-02-27,2015-02-27,100000030,33,28,5,N,I,I
500003804,2015-02-27,2015-02-27,100000025,6946,5838,1108,N,I,I
500003805,2015-02-27,2015-02-27,100000001,30280,25448,4832,N,I,I
500003806,2015-02-27,2015-02-27,100000024,41940,35245,6695,N,I,I
500003807,2015-02-27,2015-02-27,100000014,309,260,49,N,I,I
500003808,2015-02-27,2015-02-27,100000039,10005,8409,1596,N,I,I
500003809,2015-02-27,2015-02-27,100000008,1280,1076,204,N,I,I
500003810,2015-02-27,2015-02-27,100000010,37766,31738,6028,N,I,I
500003811,2015-02-27,2015-02-27,100000029,13314,11189,2125,N,I,I
500003812,2015-02-27,2015-02-27,100000009,141,119,22,N,I,I
500003813,2015-02-27,2015-02-27,100000036,428,360,68,N,I,I
500003814,2015-02-27,2015-02-27,100000043,13679,11497,2182,N,I,I
500003815,2015-02-27,2015-02-27,100000039,6925,5821,1104,N,I,I
500003816,2015-02-27,2015-02-27,100000038,315,266,49,N,I,I
500003817,2015-02-27,2015-02-27,100000041,1778,1495,283,N,I,I
500003818,2015-02-27,2015-02-27,100000006,5199,4371,828,N,I,I
500003819,2015-02-27,2015-02-27,100000016,6057,5092,965,N,I,I
500003820,2015-02-27,2015-02-27,100000008,10311,8666,1645,N,I,I
500003821,2015-02-27,2015-02-27,100000019,1589,1336,253,N,I,I
500003822,2015-02-27,2015-02-27,100000005,236,199,37,N,I,I
500003823,2015-02-27,2015-02-27,100000035,3471,2918,553,N,I,I
500003824,2015-02-27,2015-02-27,100000029,98554,82820,15734,N,I,I
500003825,2015-02-27,2015-02-27,100000034,471,396,75,N,I,I
500003826,2015-02-27,2015-02-27,100000005,2281,1919,362,N,I,I
500003827,2015-02-27,2015-02-27,100000039,7324,6156,1168,N,I,I
500003828,2015-02-27,2015-02-27,100000033,17778,14940,2838,N,I,I
500003829,2015-02-27,2015-02-27,100000017,2890,2430,460,N,I,I
500003830,2015-02-27,2015-02-27,100000030,794,668,126,N,I,I
500003831,2015-02-27,2015-02-27,100000029,36,31,5,N,I,I
500003832,2015-02-27,2015-02-27,100000030,22960,19295,3665,N,I,I
500003833,2015-02-27,2015-02-27,100000014,6424,5399,1025,N,I,I
500003834,2015-02-27,2015-02-27,100000005,8672,7289,1383,N,I,I
500003835,2015-02-27,2015-02-27,100000033,19806,16645,3161,N,I,I
500003836,2015-02-27,2015-02-27,100000021,4091,3439,652,N,I,I
500003837,2015-02-27,2015-02-27,100000043,10245,8610,1635,N,I,I
500003838,2015-02-27,2015-02-27,100000030,1285,1080,205,N,I,I
500003839,2015-02-27,2015-02-27,100000035,7951,6683,1268,N,I,I
500003840,2015-02-27,2015-02-27,100000014,5946,4998,948,N,I,I
500003841,2015-02-27,2015-02-27,100000000,14174,11912,2262,N,I,I
500003842,2015-02-27,2015-02-27,100000015,3031,2548,483,N,I,I
500003843,2015-02-27,2015-02-27,100000006,2344,1972,372,N,I,I
500003844,2015-02-27,2015-02-27,100000021,1069,899,170,N,I,I
500003845,2015-02-27,2015-02-27,100000002,5569,4680,889,N,I,I
500003846,2015-02-27,2015-02-27,100000007,32,27,5,N,I,I
500003847,2015-02-27,2015-02-27,100000002,2278,1917,361,N,I,I
500003848,2015-02-27,2015-02-27,100000004,6535,5493,1042,N,I,I
500003849,2015-02-27,2015-02-27,100000006,10862,9128,1734,N,I,I
500003850,2015-02-28,2015-02-28,100000030,44318,37243,7075,N,I,I
500003851,2015-02-28,2015-02-28,100000018,7718,6487,1231,N,I,I
500003852,2015-02-28,2015-02-28,100000033,32710,27488,5222,N,I,I
500003853,2015-02-28,2015-02-28,100000038,56176,47208,8968,N,I,I
500003854,2015-02-28,2015-02-28,100000041,15056,12654,2402,N,I,I
500003855,2015-02-28,2015-02-28,100000004,15101,12691,2410,N,I,I
500003856,2015-02-28,2015-02-28,100000033,5687,4781,906,N,I,I
500003857,2015-02-28,2015-02-28,100000002,11923,10020,1903,N,I,I
500003858,2015-02-28,2015-02-28,100000018,337,284,53,N,I,I
500003859,2015-02-28,2015-02-28,100000011,9743,8188,1555,N,I,I
500003860,2015-02-28,2015-02-28,100000033,181,153,28,N,I,I
500003861,2015-02-28,2015-02-28,100000042,30168,25353,4815,N,I,I
500003862,2015-02-28,2015-02-28,100000011,25057,21058,3999,N,I,I
500003863,2015-02-28,2015-02-28,100000004,4735,3980,755,N,I,I
500003864,2015-02-28,2015-02-28,100000000,32,27,5,N,I,I
500003865,2015-02-28,2015-02-28,100000013,153005,128577,24428,N,I,I
500003866,2015-03-01,2015-03-01,100000004,4752,3995,757,N,I,I
500003867,2015-03-01,2015-03-01,100000023,1883,1584,299,N,I,I
500003868,2015-03-01,2015-03-01,100000033,966,813,153,N,I,I
500003869,2015-03-01,2015-03-01,100000005,16604,13954,2650,N,I,I
500003870,2015-03-01,2015-03-01,100000038,13218,11109,2109,N,I,I
500003871,2015-03-01,2015-03-01,100000038,1423,1197,226,N,I,I
500003872,2015-03-01,2015-03-01,100000021,2467,2075,392,N,I,I
500003873,2015-03-01,2015-03-01,100000017,674,567,107,N,I,I
500003874,2015-03-01,2015-03-01,100000037,207,174,33,N,I,I
500003875,2015-03-01,2015-03-01,100000015,2183,1835,348,N,I,I
500003876,2015-03-01,2015-03-01,100000022,12096,10166,1930,N,I,I
500003877,2015-03-01,2015-03-01,100000007,22844,19198,3646,N,I,I
500003878,2015-03-01,2015-03-01,100000010,16296,13695,2601,N,I,I
500003879,2015-03-01,2015-03-01,100000021,8207,6897,1310,N,I,I
500003880,2015-03-01,2015-03-01,100000043,14122,11869,2253,N,I,I
500003881,2015-03-01,2015-03-01,100000018,161411,135640,25771,N,I,I
500003882,2015-03-01,2015-03-01,100000026,10636,8939,1697,N,I,I
500003883,2015-03-01,2015-03-01,100000014,8864,7451,1413,N,I,I
500003884,2015-03-01,2015-03-01,100000041,37,32,5,N,I,I
500003885,2015-03-01,2015-03-01,100000037,3803,3196,607,N,I,I
500003886,2015-03-01,2015-03-01,100000025,6899,5799,1100,N,I,I
500003887,2015-03-01,2015-03-01,100000016,11665,9803,1862,N,I,I
500003888,2015-03-01,2015-03-01,100000018,9050,7606,1444,N,I,I
500003889,2015-03-01,2015-03-01,100000027,276,232,44,N,I,I
500003890,2015-03-01,2015-03-01,100000039,21061,17699,3362,N,I,I
500003891,2015-03-01,2015-03-01,100000010,164,138,26,N,I,I
500003892,2015-03-01,2015-03-01,100000005,992,834,158,N,I,I
500003893,2015-03-01,2015-03-01,100000038,10759,9042,1717,N,I,I
500003894,2015-03-01,2015-03-01,100000010,11342,9533,1809,N,I,I
500003895,2015-03-01,2015-03-01,100000021,7164,6021,1143,N,I,I
500003896,2015-03-01,2015-03-01,100000039,2475,2080,395,N,I,I
500003897,2015-03-01,2015-03-01,100000030,15403,12946,2457,N,I,I
500003898,2015-03-01,2015-03-01,100000043,3114,2618,496,N,I,I
500003899,2015-03-02,2015-03-02,100000006,271,228,43,N,I,I
500003900,2015-03-02,2015-03-02,100000013,7455,6265,1190,N,I,I
500003901,2015-03-02,2015-03-02,100000043,3442,2894,548,N,I,I
500003902,2015-03-02,2015-03-02,100000025,5696,4787,909,N,I,I
500003903,2015-03-02,2015-03-02,100000016,1019,857,162,N,I,I
500003904,2015-03-02,2015-03-02,100000026,5130,4312,818,N,I,I
500003905,2015-03-02,2015-03-02,100000040,1722,1448,274,N,I,I
500003906,2015-03-02,2015-03-02,100000003,21382,17969,3413,N,I,I
500003907,2015-03-02,2015-03-02,100000032,117592,98818,18774,N,I,I
500003908,2015-03-02,2015-03-02,100000020,10943,9196,1747,N,I,I
500003909,2015-03-02,2015-03-02,100000033,12676,10653,2023,N,I,I
500003910,2015-03-02,2015-03-02,100000039,893,751,142,N,I,I
500003911,2015-03-02,2015-03-02,100000040,11022,9263,1759,N,I,I
500003912,2015-03-02,2015-03-02,100000030,10441,8775,1666,N,I,I
500003913,2015-03-02,2015-03-02,100000002,180142,151380,28762,N,I,I
500003914,2015-03-02,2015-03-02,100000011,123,104,19,N,I,I
500003915,2015-03-02,2015-03-02,100000011,48314,40600,7714,N,I,I
500003916,2015-03-02,2015-03-02,100000029,30,26,4,N,I,I
500003917,2015-03-02,2015-03-02,100000038,93737,78772,14965,N,I,I
500003918,2015-03-02,2015-03-02,100000041,16258,13664,2594,N,I,I
500003919,2015-03-02,2015-03-02,100000043,28915,24300,4615,N,I,I
500003920,2015-03-02,2015-03-02,100000016,1617,1359,258,N,I,I
500003921,2015-03-02,2015-03-02,100000009,7616,6400,1216,N,I,I
500003922,2015-03-02,2015-03-02,100000003,35700,30000,5700,N,I,I
500003923,2015-03-02,2015-03-02,100000041,9243,7769,1474,N,I,I
500003924,2015-03-02,2015-03-02,100000037,12253,10298,1955,N,I,I
500003925,2015-03-02,2015-03-02,100000004,13204,11096,2108,N,I,I
500003926,2015-03-02,2015-03-02,100000014,8941,7515,1426,N,I,I
500003927,2015-03-02,2015-03-02,100000023,3266,2745,521,N,I,I
500003928,2015-03-02,2015-03-02,100000030,1219,1025,194,N,I,I
500003929,2015-03-03,2015-03-03,100000008,5560,4674,886,N,I,I
500003930,2015-03-03,2015-03-03,100000023,114,96,18,N,I,I
500003931,2015-03-03,2015-03-03,100000002,14304,12022,2282,N,I,I
500003932,2015-03-03,2015-03-03,100000013,24197,20334,3863,N,I,I
500003933,2015-03-03,2015-03-03,100000017,564,474,90,N,I,I
500003934,2015-03-03,2015-03-03,100000018,49525,41619,7906,N,I,I
500003935,2015-03-03,2015-03-03,100000033,5712,4800,912,N,I,I
500003936,2015-03-03,2015-03-03,100000040,2115,1778,337,N,I,I
500003937,2015-03-03,2015-03-03,100000040,164,138,26,N,I,I
500003938,2015-03-03,2015-03-03,100000028,5247,4410,837,N,I,I
500003939,2015-03-03,2015-03-03,100000032,458,385,73,N,I,I
500003940,2015-03-03,2015-03-03,100000007,1219,1026,193,N,I,I
500003941,2015-03-03,2015-03-03,100000019,7002,5885,1117,N,I,I
500003942,2015-03-03,2015-03-03,100000026,6286,5283,1003,N,I,I
500003943,2015-03-04,2015-03-04,100000031,10255,8619,1636,N,I,I
500003944,2015-03-04,2015-03-04,100000026,4538,3815,723,N,I,I
500003945,2015-03-04,2015-03-04,100000027,3239,2723,516,N,I,I
500003946,2015-03-04,2015-03-04,100000022,249048,209285,39763,N,I,I
500003947,2015-03-04,2015-03-04,100000012,15050,12649,2401,N,I,I
500003948,2015-03-04,2015-03-04,100000002,10238,8604,1634,N,I,I
500003949,2015-03-04,2015-03-04,100000003,10377,8721,1656,N,I,I
500003950,2015-03-04,2015-03-04,100000035,15708,13200,2508,N,I,I
500003951,2015-03-04,2015-03-04,100000002,3834,3223,611,N,I,I
500003952,2015-03-04,2015-03-04,100000022,8782,7380,1402,N,I,I
500003953,2015-03-04,2015-03-04,100000033,12411,10430,1981,N,I,I
500003954,2015-03-04,2015-03-04,100000000,2873,2415,458,N,I,I
500003955,2015-03-04,2015-03-04,100000029,2593,2181,412,N,I,I
500003956,2015-03-04,2015-03-04,100000000,3536,2973,563,N,I,I
500003957,2015-03-04,2015-03-04,100000008,178500,150000,28500,N,I,I
500003958,2015-03-04,2015-03-04,100000008,1332,1120,212,N,I,I
500003959,2015-03-04,2015-03-04,100000034,928,780,148,N,I,I
500003960,2015-03-04,2015-03-04,100000032,1188,999,189,N,I,I
500003961,2015-03-04,2015-03-04,100000008,8267,6948,1319,N,I,I
500003962,2015-03-04,2015-03-04,100000041,1712,1440,272,N,I,I
500003963,2015-03-04,2015-03-04,100000014,8198,6890,1308,N,I,I
500003964,2015-03-04,2015-03-04,100000026,1991,1674,317,N,I,I
500003965,2015-03-04,2015-03-04,100000006,2103,1769,334,N,I,I
500003966,2015-03-04,2015-03-04,100000029,56203,47230,8973,N,I,I
500003967,2015-03-04,2015-03-04,100000007,792,667,125,N,I,I
500003968,2015-03-04,2015-03-04,100000007,5944,4995,949,N,I,I
500003969,2015-03-04,2015-03-04,100000038,11352,9540,1812,N,I,I
500003970,2015-03-04,2015-03-04,100000006,1704,1433,271,N,I,I
500003971,2015-03-04,2015-03-04,100000008,646,545,101,N,I,I
500003972,2015-03-04,2015-03-04,100000020,897,755,142,N,I,I
500003973,2015-03-04,2015-03-04,100000022,563,474,89,N,I,I
500003974,2015-03-04,2015-03-04,100000022,9893,8314,1579,N,I,I
500003975,2015-03-04,2015-03-04,100000013,208511,175220,33291,N,I,I
500003976,2015-03-04,2015-03-04,100000029,13491,11338,2153,N,I,I
500003977,2015-03-04,2015-03-04,100000043,13,11,2,N,I,I
500003978,2015-03-04,2015-03-04,100000004,5074,4265,809,N,I,I
500003979,2015-03-04,2015-03-04,100000020,31529,26496,5033,N,I,I
500003980,2015-03-04,2015-03-04,100000029,116,98,18,N,I,I
500003981,2015-03-04,2015-03-04,100000034,69,58,11,N,I,I
500003982,2015-03-04,2015-03-04,100000019,8646,7266,1380,N,I,I
500003983,2015-03-04,2015-03-04,100000032,6370,5355,1015,N,I,I
500003984,2015-03-04,2015-03-04,100000010,4661,3918,743,N,I,I
500003985,2015-03-04,2015-03-04,100000015,1605,1349,256,N,I,I
500003986,2015-03-04,2015-03-04,100000043,14159,11900,2259,N,I,I
500003987,2015-03-04,2015-03-04,100000004,36824,30945,5879,N,I,I
500003988,2015-03-04,2015-03-04,100000023,7347,6176,1171,N,I,I
500003989,2015-03-04,2015-03-04,100000020,5350,4498,852,N,I,I
500003990,2015-03-04,2015-03-04,100000036,2052,1725,327,N,I,I
500003991,2015-03-04,2015-03-04,100000009,2713,2280,433,N,I,I
500003992,2015-03-04,2015-03-04,100000019,159,134,25,N,I,I
500003993,2015-03-04,2015-03-04,100000015,20682,17380,3302,N,I,I
500003994,2015-03-04,2015-03-04,100000027,24917,20940,3977,N,I,I
500003995,2015-03-04,2015-03-04,100000027,1485,1248,237,N,I,I
500003996,2015-03-04,2015-03-04,100000001,17240,14489,2751,N,I,I
500003997,2015-03-04,2015-03-04,100000005,1332,1120,212,N,I,I
500003998,2015-03-04,2015-03-04,100000025,4491,3776,715,N,I,I
500003999,2015-03-04,2015-03-04,100000034,41499,34874,6625,N,I,I
500004000,2015-03-04,2015-03-04,100000019,119000,100000,19000,N,I,I
500004001,2015-03-04,2015-03-04,100000003,6825,5736,1089,N,I,I
500004002,2015-03-04,2015-03-04,100000015,207,174,33,N,I,I
500004003,2015-03-04,2015-03-04,100000010,10,9,1,N,I,I
500004004,2015-03-04,2015-03-04,100000002,1975,1660,315,N,I,I
500004005,2015-03-04,2015-03-04,100000022,1102,927,175,N,I,I
500004006,2015-03-04,2015-03-04,100000010,20,17,3,N,I,I
500004007,2015-03-04,2015-03-04,100000015,36059,30303,5756,N,I,I
500004008,2015-03-04,2015-03-04,100000004,54298,45629,8669,N,I,I
500004009,2015-03-04,2015-03-04,100000009,6813,5727,1086,N,I,I
500004010,2015-03-04,2015-03-04,100000036,159,134,25,N,I,I
500004011,2015-03-04,2015-03-04,100000020,3631,3053,578,N,I,I
500004012,2015-03-04,2015-03-04,100000042,1788,1504,284,N,I,I
500004013,2015-03-04,2015-03-04,100000029,8463,7113,1350,N,I,I
500004014,2015-03-04,2015-03-04,100000009,1781,1498,283,N,I,I
500004015,2015-03-04,2015-03-04,100000023,20967,17621,3346,N,I,I
500004016,2015-03-04,2015-03-04,100000022,20310,17069,3241,N,I,I
500004017,2015-03-04,2015-03-04,100000028,17264,14509,2755,N,I,I
500004018,2015-03-04,2015-03-04,100000035,6601,5548,1053,N,I,I
500004019,2015-03-04,2015-03-04,100000014,17691,14868,2823,N,I,I
500004020,2015-03-04,2015-03-04,100000033,33,28,5,N,I,I
500004021,2015-03-04,2015-03-04,100000004,10363,8709,1654,N,I,I
500004022,2015-03-04,2015-03-04,100000009,11950,10043,1907,N,I,I
500004023,2015-03-04,2015-03-04,100000032,282,237,45,N,I,I
500004024,2015-03-04,2015-03-04,100000027,124950,105000,19950,N,I,I
500004025,2015-03-04,2015-03-04,100000030,15228,12798,2430,N,I,I
500004026,2015-03-04,2015-03-04,100000037,7318,6150,1168,N,I,I
500004027,2015-03-04,2015-03-04,100000026,103,87,16,N,I,I
500004028,2015-03-04,2015-03-04,100000032,78,66,12,N,I,I
500004029,2015-03-04,2015-03-04,100000031,1057,889,168,N,I,I
500004030,2015-03-04,2015-03-04,100000014,14815,12450,2365,N,I,I
500004031,2015-03-04,2015-03-04,100000026,8557,7191,1366,N,I,I
500004032,2015-03-04,2015-03-04,100000032,302,255,47,N,I,I
500004033,2015-03-04,2015-03-04,100000012,3046,2560,486,N,I,I
